Station,Station,Helmet,Location,Column3,Time
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Sidewalk,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Sidewalk,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,FALSE,Street,3,9
Location 4: Regents Drive at Main Administration,Location 4: Regents Drive at Main Administration,TRUE,Street,3,9
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,Sidewalk,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,Street,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,10
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,TRUE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 3: Mall at Woods Hall,Location 3: Mall at Woods Hall,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,10
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,TRUE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 5: Campus Drive at Paint Branch Drive,Location 5: Campus Drive at Paint Branch Drive,FALSE,,3,11
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,TRUE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
Location 1: Regents Drive @ Route 1,Location 1: Regents Drive @ Route 1,FALSE,,3,10
